1383451269002,A,22.47
1383451269006,A,18.24
1383451269007,A,18.44
1383451269027,A,19.63
1383451269028,A,19.04
1383451269030,A,17.05
1383451269033,A,17.15
1383451269033,A,17.33
1383451269037,A,18.49
1383451269046,A,18.08
1383451269050,A,18.08
