(1383451270910,1383451271010,22)
(1383451270920,1383451271020,22)
(1383451270930,1383451271030,22)
(1383451270940,1383451271040,22)
(1383451270950,1383451271050,22)
(1383451270960,1383451271060,22)
(1383451270970,1383451271070,22)
(1383451270980,1383451271080,22)
(1383451270990,1383451271090,22)
(1383451271000,1383451271100,22)
(1383451271010,1383451271110,22)
(1383451271020,1383451271120,22)
(1383451271030,1383451271130,22)
(1383451271040,1383451271140,22)
(1383451271050,1383451271150,22)
(1383451271060,1383451271160,22)
(1383451271070,1383451271170,22)
(1383451271080,1383451271180,22)
(1383451271090,1383451271190,22)
(1383451271100,1383451271200,22)
(1383451271110,1383451271210,22)
(1383451271120,1383451271220,22)
(1383451271130,1383451271230,22)
(1383451271140,1383451271240,22)
(1383451271150,1383451271250,22)
(1383451271160,1383451271260,22)
(1383451271170,1383451271270,22)
(1383451271180,1383451271280,22)
(1383451271190,1383451271290,22)
(1383451271200,1383451271300,22)
(1383451271210,1383451271310,22)
(1383451271220,1383451271320,22)
(1383451271230,1383451271330,22)
(1383451271240,1383451271340,22)
(1383451271250,1383451271350,22)
(1383451271260,1383451271360,22)
(1383451271270,1383451271370,22)
(1383451271280,1383451271380,22)
(1383451271290,1383451271390,22)
(1383451271300,1383451271400,22)
(1383451271310,1383451271410,22)
(1383451271320,1383451271420,22)
(1383451271330,1383451271430,22)
(1383451271340,1383451271440,22)
(1383451271350,1383451271450,22)
(1383451271360,1383451271460,22)
(1383451271370,1383451271470,22)
(1383451271380,1383451271480,22)
(1383451271390,1383451271490,22)
(1383451271400,1383451271500,22)
(1383451271410,1383451271510,22)
(1383451271420,1383451271520,22)
(1383451271430,1383451271530,22)
(1383451271440,1383451271540,22)
(1383451271450,1383451271550,22)
(1383451271460,1383451271560,22)
(1383451271470,1383451271570,22)
(1383451271480,1383451271580,22)
(1383451271490,1383451271590,22)
(1383451271500,1383451271600,22)
(1383451271510,1383451271610,22)
(1383451271520,1383451271620,22)
(1383451271530,1383451271630,22)
(1383451271540,1383451271640,22)
(1383451271550,1383451271650,22)
(1383451271560,1383451271660,22)
(1383451271570,1383451271670,22)
(1383451271580,1383451271680,22)
(1383451271590,1383451271690,22)
(1383451271600,1383451271700,22)
(1383451271610,1383451271710,22)
(1383451271620,1383451271720,22)
(1383451271630,1383451271730,22)
(1383451271640,1383451271740,22)
(1383451271650,1383451271750,22)
(1383451271660,1383451271760,22)
(1383451271670,1383451271770,22)
(1383451271680,1383451271780,22)
(1383451271690,1383451271790,22)
(1383451271700,1383451271800,22)
(1383451271710,1383451271810,22)
(1383451271720,1383451271820,22)
(1383451271730,1383451271830,22)
(1383451271740,1383451271840,22)
(1383451271750,1383451271850,22)
(1383451271760,1383451271860,22)
(1383451271770,1383451271870,22)
(1383451271780,1383451271880,22)
(1383451271790,1383451271890,22)
(1383451271800,1383451271900,22)
(1383451271810,1383451271910,22)
(1383451271820,1383451271920,22)
(1383451271830,1383451271930,22)
(1383451271840,1383451271940,22)
(1383451271850,1383451271950,22)
(1383451271860,1383451271960,22)
(1383451271870,1383451271970,22)
(1383451271880,1383451271980,22)
(1383451271890,1383451271990,22)
(1383451271900,1383451272000,22)
(1383451271910,1383451272010,22)
(1383451271920,1383451272020,22)
(1383451271930,1383451272030,22)
(1383451271940,1383451272040,22)
(1383451271950,1383451272050,22)
(1383451271960,1383451272060,22)
(1383451271970,1383451272070,22)
(1383451271980,1383451272080,22)
(1383451271990,1383451272090,22)
(1383451272000,1383451272100,22)
(1383451272010,1383451272110,22)
(1383451272020,1383451272120,22)
(1383451272030,1383451272130,22)
(1383451272040,1383451272140,22)
(1383451272050,1383451272150,22)
(1383451272060,1383451272160,22)
(1383451272070,1383451272170,22)
(1383451272080,1383451272180,22)
(1383451272090,1383451272190,22)
(1383451272100,1383451272200,22)
(1383451272110,1383451272210,22)
(1383451272120,1383451272220,22)
(1383451272130,1383451272230,22)
(1383451272140,1383451272240,22)
(1383451272150,1383451272250,22)
(1383451272160,1383451272260,22)
(1383451272170,1383451272270,22)
(1383451272180,1383451272280,22)
(1383451272190,1383451272290,22)
(1383451272200,1383451272300,22)
(1383451272210,1383451272310,22)
(1383451272220,1383451272320,22)
(1383451272230,1383451272330,22)
(1383451272240,1383451272340,22)
(1383451272250,1383451272350,22)
(1383451272260,1383451272360,22)
(1383451272270,1383451272370,22)
(1383451272280,1383451272380,22)
(1383451272290,1383451272390,22)
(1383451272300,1383451272400,22)
(1383451272310,1383451272410,22)
(1383451272320,1383451272420,22)
(1383451272330,1383451272430,22)
(1383451272340,1383451272440,22)
(1383451272350,1383451272450,22)
(1383451272360,1383451272460,22)
(1383451272370,1383451272470,22)
(1383451272380,1383451272480,22)
(1383451272390,1383451272490,22)
(1383451272400,1383451272500,22)
(1383451272410,1383451272510,22)
(1383451272420,1383451272520,22)
(1383451272430,1383451272530,22)
(1383451272440,1383451272540,22)
(1383451272450,1383451272550,22)
(1383451272460,1383451272560,22)
(1383451272470,1383451272570,22)
(1383451272480,1383451272580,22)
(1383451272490,1383451272590,22)
(1383451272500,1383451272600,22)
(1383451272510,1383451272610,22)
(1383451272520,1383451272620,22)
(1383451272530,1383451272630,22)
(1383451272540,1383451272640,22)
(1383451272550,1383451272650,22)
(1383451272560,1383451272660,22)
(1383451272570,1383451272670,22)
(1383451272580,1383451272680,22)
(1383451272590,1383451272690,22)
(1383451272600,1383451272700,22)
(1383451272610,1383451272710,22)
(1383451272620,1383451272720,22)
(1383451272630,1383451272730,22)
(1383451272640,1383451272740,22)
(1383451272650,1383451272750,22)
(1383451272660,1383451272760,22)
(1383451272670,1383451272770,22)
(1383451272680,1383451272780,22)
(1383451272690,1383451272790,22)
(1383451272700,1383451272800,22)
(1383451272710,1383451272810,22)
(1383451272720,1383451272820,22)
(1383451272730,1383451272830,22)
(1383451272740,1383451272840,22)
(1383451272750,1383451272850,22)
(1383451272760,1383451272860,22)
(1383451272770,1383451272870,22)
(1383451272780,1383451272880,22)
(1383451272790,1383451272890,22)
(1383451272800,1383451272900,22)
(1383451272810,1383451272910,22)
(1383451272820,1383451272920,22)
(1383451272830,1383451272930,22)
(1383451272840,1383451272940,22)
(1383451272850,1383451272950,22)
(1383451272860,1383451272960,22)
(1383451272870,1383451272970,22)
(1383451272880,1383451272980,22)
(1383451272890,1383451272990,22)
(1383451272900,1383451273000,22)
(1383451272910,1383451273010,22)
(1383451272920,1383451273020,22)
(1383451272930,1383451273030,22)
(1383451272940,1383451273040,22)
(1383451272950,1383451273050,22)
(1383451272960,1383451273060,22)
(1383451272970,1383451273070,22)
(1383451272980,1383451273080,22)
(1383451272990,1383451273090,22)
(1383451273000,1383451273100,22)
(1383451273010,1383451273110,22)
(1383451273020,1383451273120,22)
(1383451273030,1383451273130,22)
(1383451273040,1383451273140,22)
(1383451273050,1383451273150,22)
(1383451273060,1383451273160,22)
(1383451273070,1383451273170,22)
(1383451273080,1383451273180,22)
(1383451273090,1383451273190,22)
(1383451273100,1383451273200,22)
(1383451273110,1383451273210,22)
(1383451273120,1383451273220,22)
(1383451273130,1383451273230,22)
(1383451273140,1383451273240,22)
(1383451273150,1383451273250,22)
(1383451273160,1383451273260,22)
(1383451273170,1383451273270,22)
(1383451273180,1383451273280,22)
(1383451273190,1383451273290,22)
(1383451273200,1383451273300,22)
(1383451273210,1383451273310,22)
(1383451273220,1383451273320,22)
(1383451273230,1383451273330,22)
(1383451273240,1383451273340,22)
(1383451273250,1383451273350,22)
(1383451273260,1383451273360,22)
(1383451273270,1383451273370,22)
(1383451273280,1383451273380,22)
(1383451273290,1383451273390,22)
(1383451273300,1383451273400,22)
(1383451273310,1383451273410,22)
(1383451273320,1383451273420,22)
(1383451273330,1383451273430,22)
(1383451273340,1383451273440,22)
(1383451273350,1383451273450,22)
(1383451273360,1383451273460,22)
(1383451273370,1383451273470,22)
(1383451273380,1383451273480,22)
(1383451273390,1383451273490,22)
(1383451273400,1383451273500,22)
(1383451273410,1383451273510,22)
(1383451273420,1383451273520,22)
(1383451273430,1383451273530,22)
(1383451273440,1383451273540,22)
(1383451273450,1383451273550,21)
(1383451273460,1383451273560,18)
(1383451273470,1383451273570,18)
(1383451273480,1383451273580,16)
(1383451273490,1383451273590,12)
(1383451273500,1383451273600,10)
(1383451273510,1383451273610,7)
(1383451273520,1383451273620,7)
(1383451273530,1383451273630,5)
(1383451273540,1383451273640,1)
