(2013-11-03 04:01:09.02,2013-11-03 04:01:09.06,2)
(2013-11-03 04:01:09.02,2013-11-03 04:01:09.27,4)
(2013-11-03 04:01:09.06,2013-11-03 04:01:09.30,5)
(2013-11-03 04:01:09.27,2013-11-03 04:01:09.33,5)
(2013-11-03 04:01:09.30,2013-11-03 04:01:09.46,5)
(2013-11-03 04:01:09.33,2013-11-03 04:01:09.52,5)
(2013-11-03 04:01:09.46,2013-11-03 04:01:09.57,5)
(2013-11-03 04:01:09.52,2013-11-03 04:01:09.78,5)
(2013-11-03 04:01:09.57,2013-11-03 04:01:09.83,5)
(2013-11-03 04:01:09.78,2013-11-03 04:01:09.87,5)
(2013-11-03 04:01:09.83,2013-11-03 04:01:09.99,5)
(2013-11-03 04:01:09.87,2013-11-03 04:01:09.106,5)
(2013-11-03 04:01:09.99,2013-11-03 04:01:09.127,5)
(2013-11-03 04:01:09.106,2013-11-03 04:01:09.130,5)
(2013-11-03 04:01:09.127,2013-11-03 04:01:09.133,5)
(2013-11-03 04:01:09.130,2013-11-03 04:01:09.146,5)
(2013-11-03 04:01:09.133,2013-11-03 04:01:09.152,5)
(2013-11-03 04:01:09.146,2013-11-03 04:01:09.157,5)
(2013-11-03 04:01:09.152,2013-11-03 04:01:09.178,5)
(2013-11-03 04:01:09.157,2013-11-03 04:01:09.183,5)
(2013-11-03 04:01:09.178,2013-11-03 04:01:09.187,5)
(2013-11-03 04:01:09.183,2013-11-03 04:01:09.199,5)
(2013-11-03 04:01:09.187,2013-11-03 04:01:09.206,5)
(2013-11-03 04:01:09.199,2013-11-03 04:01:09.227,5)
(2013-11-03 04:01:09.206,2013-11-03 04:01:09.230,5)
(2013-11-03 04:01:09.227,2013-11-03 04:01:09.233,5)
(2013-11-03 04:01:09.230,2013-11-03 04:01:09.246,5)
(2013-11-03 04:01:09.233,2013-11-03 04:01:09.252,5)
(2013-11-03 04:01:09.246,2013-11-03 04:01:09.257,5)
(2013-11-03 04:01:09.252,2013-11-03 04:01:09.278,5)
(2013-11-03 04:01:09.257,2013-11-03 04:01:09.283,5)
(2013-11-03 04:01:09.278,2013-11-03 04:01:09.287,5)
(2013-11-03 04:01:09.283,2013-11-03 04:01:09.299,5)
(2013-11-03 04:01:09.287,2013-11-03 04:01:09.306,5)
(2013-11-03 04:01:09.299,2013-11-03 04:01:09.327,5)
(2013-11-03 04:01:09.306,2013-11-03 04:01:09.330,5)
(2013-11-03 04:01:09.327,2013-11-03 04:01:09.333,5)
(2013-11-03 04:01:09.330,2013-11-03 04:01:09.346,5)
(2013-11-03 04:01:09.333,2013-11-03 04:01:09.352,5)
(2013-11-03 04:01:09.346,2013-11-03 04:01:09.357,5)
(2013-11-03 04:01:09.352,2013-11-03 04:01:09.378,5)
(2013-11-03 04:01:09.357,2013-11-03 04:01:09.383,5)
(2013-11-03 04:01:09.378,2013-11-03 04:01:09.387,5)
(2013-11-03 04:01:09.383,2013-11-03 04:01:09.399,5)
(2013-11-03 04:01:09.387,2013-11-03 04:01:09.406,5)
(2013-11-03 04:01:09.399,2013-11-03 04:01:09.427,5)
(2013-11-03 04:01:09.406,2013-11-03 04:01:09.430,5)
(2013-11-03 04:01:09.427,2013-11-03 04:01:09.433,5)
(2013-11-03 04:01:09.430,2013-11-03 04:01:09.446,5)
(2013-11-03 04:01:09.433,2013-11-03 04:01:09.452,5)
(2013-11-03 04:01:09.446,2013-11-03 04:01:09.457,5)
(2013-11-03 04:01:09.452,2013-11-03 04:01:09.478,5)
(2013-11-03 04:01:09.457,2013-11-03 04:01:09.483,5)
(2013-11-03 04:01:09.478,2013-11-03 04:01:09.487,5)
(2013-11-03 04:01:09.483,2013-11-03 04:01:09.499,5)
(2013-11-03 04:01:09.487,2013-11-03 04:01:09.506,5)
(2013-11-03 04:01:09.499,2013-11-03 04:01:09.527,5)
(2013-11-03 04:01:09.506,2013-11-03 04:01:09.530,5)
(2013-11-03 04:01:09.527,2013-11-03 04:01:09.533,5)
(2013-11-03 04:01:09.530,2013-11-03 04:01:09.546,5)
(2013-11-03 04:01:09.533,2013-11-03 04:01:09.552,5)
(2013-11-03 04:01:09.546,2013-11-03 04:01:09.557,5)
(2013-11-03 04:01:09.552,2013-11-03 04:01:09.578,5)
(2013-11-03 04:01:09.557,2013-11-03 04:01:09.583,5)
(2013-11-03 04:01:09.578,2013-11-03 04:01:09.587,5)
(2013-11-03 04:01:09.583,2013-11-03 04:01:09.599,5)
(2013-11-03 04:01:09.587,2013-11-03 04:01:09.606,5)
(2013-11-03 04:01:09.599,2013-11-03 04:01:09.627,5)
(2013-11-03 04:01:09.606,2013-11-03 04:01:09.630,5)
(2013-11-03 04:01:09.627,2013-11-03 04:01:09.633,5)
(2013-11-03 04:01:09.630,2013-11-03 04:01:09.646,5)
(2013-11-03 04:01:09.633,2013-11-03 04:01:09.652,5)
(2013-11-03 04:01:09.646,2013-11-03 04:01:09.657,5)
(2013-11-03 04:01:09.652,2013-11-03 04:01:09.678,5)
(2013-11-03 04:01:09.657,2013-11-03 04:01:09.683,5)
(2013-11-03 04:01:09.678,2013-11-03 04:01:09.687,5)
(2013-11-03 04:01:09.683,2013-11-03 04:01:09.699,5)
(2013-11-03 04:01:09.687,2013-11-03 04:01:09.706,5)
(2013-11-03 04:01:09.699,2013-11-03 04:01:09.727,5)
(2013-11-03 04:01:09.706,2013-11-03 04:01:09.730,5)
(2013-11-03 04:01:09.727,2013-11-03 04:01:09.733,5)
(2013-11-03 04:01:09.730,2013-11-03 04:01:09.746,5)
(2013-11-03 04:01:09.733,2013-11-03 04:01:09.752,5)
(2013-11-03 04:01:09.746,2013-11-03 04:01:09.757,5)
(2013-11-03 04:01:09.752,2013-11-03 04:01:09.778,5)
(2013-11-03 04:01:09.757,2013-11-03 04:01:09.783,5)
(2013-11-03 04:01:09.778,2013-11-03 04:01:09.787,5)
(2013-11-03 04:01:09.783,2013-11-03 04:01:09.799,5)
(2013-11-03 04:01:09.787,2013-11-03 04:01:09.806,5)
(2013-11-03 04:01:09.799,2013-11-03 04:01:09.827,5)
(2013-11-03 04:01:09.806,2013-11-03 04:01:09.830,5)
(2013-11-03 04:01:09.827,2013-11-03 04:01:09.833,5)
(2013-11-03 04:01:09.830,2013-11-03 04:01:09.846,5)
(2013-11-03 04:01:09.833,2013-11-03 04:01:09.852,5)
(2013-11-03 04:01:09.846,2013-11-03 04:01:09.857,5)
(2013-11-03 04:01:09.852,2013-11-03 04:01:09.878,5)
(2013-11-03 04:01:09.857,2013-11-03 04:01:09.883,5)
(2013-11-03 04:01:09.878,2013-11-03 04:01:09.887,5)
(2013-11-03 04:01:09.883,2013-11-03 04:01:09.899,5)
(2013-11-03 04:01:09.887,2013-11-03 04:01:09.906,5)
(2013-11-03 04:01:09.899,2013-11-03 04:01:09.927,5)
(2013-11-03 04:01:09.906,2013-11-03 04:01:09.930,5)
(2013-11-03 04:01:09.927,2013-11-03 04:01:09.933,5)
(2013-11-03 04:01:09.930,2013-11-03 04:01:09.946,5)
(2013-11-03 04:01:09.933,2013-11-03 04:01:09.952,5)
(2013-11-03 04:01:09.946,2013-11-03 04:01:09.957,5)
(2013-11-03 04:01:09.952,2013-11-03 04:01:09.978,5)
(2013-11-03 04:01:09.957,2013-11-03 04:01:09.983,5)
(2013-11-03 04:01:09.978,2013-11-03 04:01:09.987,5)
(2013-11-03 04:01:09.983,2013-11-03 04:01:09.999,5)
(2013-11-03 04:01:09.987,2013-11-03 04:01:10.06,5)
(2013-11-03 04:01:09.999,2013-11-03 04:01:10.27,5)
(2013-11-03 04:01:10.06,2013-11-03 04:01:10.30,5)
(2013-11-03 04:01:10.27,2013-11-03 04:01:10.33,5)
(2013-11-03 04:01:10.30,2013-11-03 04:01:10.46,5)
(2013-11-03 04:01:10.33,2013-11-03 04:01:10.52,5)
(2013-11-03 04:01:10.46,2013-11-03 04:01:10.57,5)
(2013-11-03 04:01:10.52,2013-11-03 04:01:10.78,5)
(2013-11-03 04:01:10.57,2013-11-03 04:01:10.83,5)
(2013-11-03 04:01:10.78,2013-11-03 04:01:10.87,5)
(2013-11-03 04:01:10.83,2013-11-03 04:01:10.99,5)
(2013-11-03 04:01:10.87,2013-11-03 04:01:10.106,5)
(2013-11-03 04:01:10.99,2013-11-03 04:01:10.127,5)
(2013-11-03 04:01:10.106,2013-11-03 04:01:10.130,5)
(2013-11-03 04:01:10.127,2013-11-03 04:01:10.133,5)
(2013-11-03 04:01:10.130,2013-11-03 04:01:10.146,5)
(2013-11-03 04:01:10.133,2013-11-03 04:01:10.152,5)
(2013-11-03 04:01:10.146,2013-11-03 04:01:10.157,5)
(2013-11-03 04:01:10.152,2013-11-03 04:01:10.178,5)
(2013-11-03 04:01:10.157,2013-11-03 04:01:10.183,5)
(2013-11-03 04:01:10.178,2013-11-03 04:01:10.187,5)
(2013-11-03 04:01:10.183,2013-11-03 04:01:10.199,5)
(2013-11-03 04:01:10.187,2013-11-03 04:01:10.206,5)
(2013-11-03 04:01:10.199,2013-11-03 04:01:10.227,5)
(2013-11-03 04:01:10.206,2013-11-03 04:01:10.230,5)
(2013-11-03 04:01:10.227,2013-11-03 04:01:10.233,5)
(2013-11-03 04:01:10.230,2013-11-03 04:01:10.246,5)
(2013-11-03 04:01:10.233,2013-11-03 04:01:10.252,5)
(2013-11-03 04:01:10.246,2013-11-03 04:01:10.257,5)
(2013-11-03 04:01:10.252,2013-11-03 04:01:10.278,5)
(2013-11-03 04:01:10.257,2013-11-03 04:01:10.283,5)
(2013-11-03 04:01:10.278,2013-11-03 04:01:10.287,5)
(2013-11-03 04:01:10.283,2013-11-03 04:01:10.299,5)
(2013-11-03 04:01:10.287,2013-11-03 04:01:10.306,5)
(2013-11-03 04:01:10.299,2013-11-03 04:01:10.327,5)
(2013-11-03 04:01:10.306,2013-11-03 04:01:10.330,5)
(2013-11-03 04:01:10.327,2013-11-03 04:01:10.333,5)
(2013-11-03 04:01:10.330,2013-11-03 04:01:10.346,5)
(2013-11-03 04:01:10.333,2013-11-03 04:01:10.352,5)
(2013-11-03 04:01:10.346,2013-11-03 04:01:10.357,5)
(2013-11-03 04:01:10.352,2013-11-03 04:01:10.378,5)
(2013-11-03 04:01:10.357,2013-11-03 04:01:10.383,5)
(2013-11-03 04:01:10.378,2013-11-03 04:01:10.387,5)
(2013-11-03 04:01:10.383,2013-11-03 04:01:10.399,5)
(2013-11-03 04:01:10.387,2013-11-03 04:01:10.406,5)
(2013-11-03 04:01:10.399,2013-11-03 04:01:10.427,5)
(2013-11-03 04:01:10.406,2013-11-03 04:01:10.430,5)
(2013-11-03 04:01:10.427,2013-11-03 04:01:10.433,5)
(2013-11-03 04:01:10.430,2013-11-03 04:01:10.446,5)
(2013-11-03 04:01:10.433,2013-11-03 04:01:10.452,5)
(2013-11-03 04:01:10.446,2013-11-03 04:01:10.457,5)
(2013-11-03 04:01:10.452,2013-11-03 04:01:10.478,5)
(2013-11-03 04:01:10.457,2013-11-03 04:01:10.483,5)
(2013-11-03 04:01:10.478,2013-11-03 04:01:10.487,5)
(2013-11-03 04:01:10.483,2013-11-03 04:01:10.499,5)
(2013-11-03 04:01:10.487,2013-11-03 04:01:10.506,5)
(2013-11-03 04:01:10.499,2013-11-03 04:01:10.527,5)
(2013-11-03 04:01:10.506,2013-11-03 04:01:10.530,5)
(2013-11-03 04:01:10.527,2013-11-03 04:01:10.533,5)
(2013-11-03 04:01:10.530,2013-11-03 04:01:10.546,5)
(2013-11-03 04:01:10.533,2013-11-03 04:01:10.552,5)
(2013-11-03 04:01:10.546,2013-11-03 04:01:10.557,5)
(2013-11-03 04:01:10.552,2013-11-03 04:01:10.578,5)
(2013-11-03 04:01:10.557,2013-11-03 04:01:10.583,5)
(2013-11-03 04:01:10.578,2013-11-03 04:01:10.587,5)
(2013-11-03 04:01:10.583,2013-11-03 04:01:10.599,5)
(2013-11-03 04:01:10.587,2013-11-03 04:01:10.606,5)
(2013-11-03 04:01:10.599,2013-11-03 04:01:10.627,5)
(2013-11-03 04:01:10.606,2013-11-03 04:01:10.630,5)
(2013-11-03 04:01:10.627,2013-11-03 04:01:10.633,5)
(2013-11-03 04:01:10.630,2013-11-03 04:01:10.646,5)
(2013-11-03 04:01:10.633,2013-11-03 04:01:10.652,5)
(2013-11-03 04:01:10.646,2013-11-03 04:01:10.657,5)
(2013-11-03 04:01:10.652,2013-11-03 04:01:10.678,5)
(2013-11-03 04:01:10.657,2013-11-03 04:01:10.683,5)
(2013-11-03 04:01:10.678,2013-11-03 04:01:10.687,5)
(2013-11-03 04:01:10.683,2013-11-03 04:01:10.699,5)
(2013-11-03 04:01:10.687,2013-11-03 04:01:10.706,5)
(2013-11-03 04:01:10.699,2013-11-03 04:01:10.727,5)
(2013-11-03 04:01:10.706,2013-11-03 04:01:10.730,5)
(2013-11-03 04:01:10.727,2013-11-03 04:01:10.733,5)
(2013-11-03 04:01:10.730,2013-11-03 04:01:10.746,5)
(2013-11-03 04:01:10.733,2013-11-03 04:01:10.752,5)
(2013-11-03 04:01:10.746,2013-11-03 04:01:10.757,5)
(2013-11-03 04:01:10.752,2013-11-03 04:01:10.778,5)
(2013-11-03 04:01:10.757,2013-11-03 04:01:10.783,5)
(2013-11-03 04:01:10.778,2013-11-03 04:01:10.787,5)
(2013-11-03 04:01:10.783,2013-11-03 04:01:10.799,5)
(2013-11-03 04:01:10.787,2013-11-03 04:01:10.806,5)
(2013-11-03 04:01:10.799,2013-11-03 04:01:10.827,5)
(2013-11-03 04:01:10.806,2013-11-03 04:01:10.830,5)
(2013-11-03 04:01:10.827,2013-11-03 04:01:10.833,5)
(2013-11-03 04:01:10.830,2013-11-03 04:01:10.846,5)
(2013-11-03 04:01:10.833,2013-11-03 04:01:10.852,5)
(2013-11-03 04:01:10.846,2013-11-03 04:01:10.857,5)
(2013-11-03 04:01:10.852,2013-11-03 04:01:10.878,5)
(2013-11-03 04:01:10.857,2013-11-03 04:01:10.883,5)
(2013-11-03 04:01:10.878,2013-11-03 04:01:10.887,5)
(2013-11-03 04:01:10.883,2013-11-03 04:01:10.899,5)
(2013-11-03 04:01:10.887,2013-11-03 04:01:10.906,5)
(2013-11-03 04:01:10.899,2013-11-03 04:01:10.927,5)
(2013-11-03 04:01:10.906,2013-11-03 04:01:10.930,5)
(2013-11-03 04:01:10.927,2013-11-03 04:01:10.933,5)
(2013-11-03 04:01:10.930,2013-11-03 04:01:10.946,5)
(2013-11-03 04:01:10.933,2013-11-03 04:01:10.952,5)
(2013-11-03 04:01:10.946,2013-11-03 04:01:10.957,5)
(2013-11-03 04:01:10.952,2013-11-03 04:01:10.978,5)
(2013-11-03 04:01:10.957,2013-11-03 04:01:10.983,5)
(2013-11-03 04:01:10.978,2013-11-03 04:01:10.987,5)
(2013-11-03 04:01:10.983,2013-11-03 04:01:10.999,5)
(2013-11-03 04:01:10.987,2013-11-03 04:01:11.06,5)
(2013-11-03 04:01:10.999,2013-11-03 04:01:11.26,5)
(2013-11-03 04:01:11.06,2013-11-03 04:01:11.30,5)
(2013-11-03 04:01:11.26,2013-11-03 04:01:11.33,5)
(2013-11-03 04:01:11.30,2013-11-03 04:01:11.46,5)
(2013-11-03 04:01:11.33,2013-11-03 04:01:11.52,5)
(2013-11-03 04:01:11.46,2013-11-03 04:01:11.57,5)
(2013-11-03 04:01:11.52,2013-11-03 04:01:11.78,5)
(2013-11-03 04:01:11.57,2013-11-03 04:01:11.83,5)
(2013-11-03 04:01:11.78,2013-11-03 04:01:11.87,5)
(2013-11-03 04:01:11.83,2013-11-03 04:01:11.99,5)
(2013-11-03 04:01:11.87,2013-11-03 04:01:11.106,5)
(2013-11-03 04:01:11.99,2013-11-03 04:01:11.126,5)
(2013-11-03 04:01:11.106,2013-11-03 04:01:11.130,5)
(2013-11-03 04:01:11.126,2013-11-03 04:01:11.133,5)
(2013-11-03 04:01:11.130,2013-11-03 04:01:11.146,5)
(2013-11-03 04:01:11.133,2013-11-03 04:01:11.152,5)
(2013-11-03 04:01:11.146,2013-11-03 04:01:11.157,5)
(2013-11-03 04:01:11.152,2013-11-03 04:01:11.178,5)
(2013-11-03 04:01:11.157,2013-11-03 04:01:11.183,5)
(2013-11-03 04:01:11.178,2013-11-03 04:01:11.187,5)
(2013-11-03 04:01:11.183,2013-11-03 04:01:11.199,5)
(2013-11-03 04:01:11.187,2013-11-03 04:01:11.206,5)
(2013-11-03 04:01:11.199,2013-11-03 04:01:11.226,5)
(2013-11-03 04:01:11.206,2013-11-03 04:01:11.230,5)
(2013-11-03 04:01:11.226,2013-11-03 04:01:11.233,5)
(2013-11-03 04:01:11.230,2013-11-03 04:01:11.246,5)
(2013-11-03 04:01:11.233,2013-11-03 04:01:11.252,5)
(2013-11-03 04:01:11.246,2013-11-03 04:01:11.257,5)
(2013-11-03 04:01:11.252,2013-11-03 04:01:11.278,5)
(2013-11-03 04:01:11.257,2013-11-03 04:01:11.283,5)
(2013-11-03 04:01:11.278,2013-11-03 04:01:11.287,5)
(2013-11-03 04:01:11.283,2013-11-03 04:01:11.299,5)
(2013-11-03 04:01:11.287,2013-11-03 04:01:11.306,5)
(2013-11-03 04:01:11.299,2013-11-03 04:01:11.326,5)
(2013-11-03 04:01:11.306,2013-11-03 04:01:11.330,5)
(2013-11-03 04:01:11.326,2013-11-03 04:01:11.333,5)
(2013-11-03 04:01:11.330,2013-11-03 04:01:11.346,5)
(2013-11-03 04:01:11.333,2013-11-03 04:01:11.352,5)
(2013-11-03 04:01:11.346,2013-11-03 04:01:11.357,5)
(2013-11-03 04:01:11.352,2013-11-03 04:01:11.378,5)
(2013-11-03 04:01:11.357,2013-11-03 04:01:11.383,5)
(2013-11-03 04:01:11.378,2013-11-03 04:01:11.387,5)
(2013-11-03 04:01:11.383,2013-11-03 04:01:11.399,5)
(2013-11-03 04:01:11.387,2013-11-03 04:01:11.406,5)
(2013-11-03 04:01:11.399,2013-11-03 04:01:11.426,5)
(2013-11-03 04:01:11.406,2013-11-03 04:01:11.430,5)
(2013-11-03 04:01:11.426,2013-11-03 04:01:11.433,5)
(2013-11-03 04:01:11.430,2013-11-03 04:01:11.446,5)
(2013-11-03 04:01:11.433,2013-11-03 04:01:11.452,5)
(2013-11-03 04:01:11.446,2013-11-03 04:01:11.457,5)
(2013-11-03 04:01:11.452,2013-11-03 04:01:11.478,5)
(2013-11-03 04:01:11.457,2013-11-03 04:01:11.483,5)
(2013-11-03 04:01:11.478,2013-11-03 04:01:11.487,5)
(2013-11-03 04:01:11.483,2013-11-03 04:01:11.499,5)
(2013-11-03 04:01:11.487,2013-11-03 04:01:11.506,5)
(2013-11-03 04:01:11.499,2013-11-03 04:01:11.526,5)
(2013-11-03 04:01:11.506,2013-11-03 04:01:11.530,5)
(2013-11-03 04:01:11.526,2013-11-03 04:01:11.533,5)
(2013-11-03 04:01:11.530,2013-11-03 04:01:11.546,5)
(2013-11-03 04:01:11.533,2013-11-03 04:01:11.552,5)
(2013-11-03 04:01:11.546,2013-11-03 04:01:11.557,5)
(2013-11-03 04:01:11.552,2013-11-03 04:01:11.578,5)
(2013-11-03 04:01:11.557,2013-11-03 04:01:11.583,5)
(2013-11-03 04:01:11.578,2013-11-03 04:01:11.587,5)
(2013-11-03 04:01:11.583,2013-11-03 04:01:11.599,5)
(2013-11-03 04:01:11.587,2013-11-03 04:01:11.606,5)
(2013-11-03 04:01:11.599,2013-11-03 04:01:11.626,5)
(2013-11-03 04:01:11.606,2013-11-03 04:01:11.630,5)
(2013-11-03 04:01:11.626,2013-11-03 04:01:11.633,5)
(2013-11-03 04:01:11.630,2013-11-03 04:01:11.646,5)
(2013-11-03 04:01:11.633,2013-11-03 04:01:11.652,5)
(2013-11-03 04:01:11.646,2013-11-03 04:01:11.657,5)
(2013-11-03 04:01:11.652,2013-11-03 04:01:11.678,5)
(2013-11-03 04:01:11.657,2013-11-03 04:01:11.683,5)
(2013-11-03 04:01:11.678,2013-11-03 04:01:11.687,5)
(2013-11-03 04:01:11.683,2013-11-03 04:01:11.699,5)
(2013-11-03 04:01:11.687,2013-11-03 04:01:11.706,5)
(2013-11-03 04:01:11.699,2013-11-03 04:01:11.726,5)
(2013-11-03 04:01:11.706,2013-11-03 04:01:11.730,5)
(2013-11-03 04:01:11.726,2013-11-03 04:01:11.733,5)
(2013-11-03 04:01:11.730,2013-11-03 04:01:11.746,5)
(2013-11-03 04:01:11.733,2013-11-03 04:01:11.752,5)
(2013-11-03 04:01:11.746,2013-11-03 04:01:11.757,5)
(2013-11-03 04:01:11.752,2013-11-03 04:01:11.778,5)
(2013-11-03 04:01:11.757,2013-11-03 04:01:11.783,5)
(2013-11-03 04:01:11.778,2013-11-03 04:01:11.787,5)
(2013-11-03 04:01:11.783,2013-11-03 04:01:11.799,5)
(2013-11-03 04:01:11.787,2013-11-03 04:01:11.806,5)
(2013-11-03 04:01:11.799,2013-11-03 04:01:11.826,5)
(2013-11-03 04:01:11.806,2013-11-03 04:01:11.830,5)
(2013-11-03 04:01:11.826,2013-11-03 04:01:11.833,5)
(2013-11-03 04:01:11.830,2013-11-03 04:01:11.846,5)
(2013-11-03 04:01:11.833,2013-11-03 04:01:11.852,5)
(2013-11-03 04:01:11.846,2013-11-03 04:01:11.857,5)
(2013-11-03 04:01:11.852,2013-11-03 04:01:11.878,5)
(2013-11-03 04:01:11.857,2013-11-03 04:01:11.883,5)
(2013-11-03 04:01:11.878,2013-11-03 04:01:11.887,5)
(2013-11-03 04:01:11.883,2013-11-03 04:01:11.899,5)
(2013-11-03 04:01:11.887,2013-11-03 04:01:11.906,5)
(2013-11-03 04:01:11.899,2013-11-03 04:01:11.926,5)
(2013-11-03 04:01:11.906,2013-11-03 04:01:11.930,5)
(2013-11-03 04:01:11.926,2013-11-03 04:01:11.933,5)
(2013-11-03 04:01:11.930,2013-11-03 04:01:11.946,5)
(2013-11-03 04:01:11.933,2013-11-03 04:01:11.952,5)
(2013-11-03 04:01:11.946,2013-11-03 04:01:11.957,5)
(2013-11-03 04:01:11.952,2013-11-03 04:01:11.978,5)
(2013-11-03 04:01:11.957,2013-11-03 04:01:11.983,5)
(2013-11-03 04:01:11.978,2013-11-03 04:01:11.987,5)
(2013-11-03 04:01:11.983,2013-11-03 04:01:11.999,5)
(2013-11-03 04:01:11.987,2013-11-03 04:01:12.06,5)
(2013-11-03 04:01:11.999,2013-11-03 04:01:12.26,5)
(2013-11-03 04:01:12.06,2013-11-03 04:01:12.30,5)
(2013-11-03 04:01:12.26,2013-11-03 04:01:12.33,5)
(2013-11-03 04:01:12.30,2013-11-03 04:01:12.46,5)
(2013-11-03 04:01:12.33,2013-11-03 04:01:12.52,5)
(2013-11-03 04:01:12.46,2013-11-03 04:01:12.57,5)
(2013-11-03 04:01:12.52,2013-11-03 04:01:12.78,5)
(2013-11-03 04:01:12.57,2013-11-03 04:01:12.83,5)
(2013-11-03 04:01:12.78,2013-11-03 04:01:12.87,5)
(2013-11-03 04:01:12.83,2013-11-03 04:01:12.99,5)
(2013-11-03 04:01:12.87,2013-11-03 04:01:12.106,5)
