(1383451269000,1383451269100,2)
(1383451268990,1383451269090,2)
(1383451268980,1383451269080,2)
(1383451268970,1383451269070,2)
(1383451268960,1383451269060,2)
(1383451268950,1383451269050,2)
(1383451268940,1383451269040,2)
(1383451268930,1383451269030,2)
(1383451268920,1383451269020,2)
(1383451268910,1383451269010,2)
(1383451269000,1383451269100,4)
(1383451268990,1383451269090,4)
(1383451268980,1383451269080,4)
(1383451268970,1383451269070,4)
(1383451268960,1383451269060,4)
(1383451268950,1383451269050,4)
(1383451268940,1383451269040,4)
(1383451268930,1383451269030,4)
(1383451269020,1383451269120,2)
(1383451269010,1383451269110,2)
(1383451269000,1383451269100,6)
(1383451268990,1383451269090,6)
(1383451268980,1383451269080,6)
(1383451268970,1383451269070,6)
(1383451268960,1383451269060,6)
(1383451268950,1383451269050,6)
(1383451268940,1383451269040,6)
(1383451269030,1383451269130,2)
(1383451269020,1383451269120,4)
(1383451269010,1383451269110,4)
(1383451269000,1383451269100,8)
(1383451268990,1383451269090,8)
(1383451268980,1383451269080,8)
(1383451268970,1383451269070,8)
(1383451268960,1383451269060,8)
(1383451268950,1383451269050,8)
(1383451268940,1383451269040,8)
(1383451269030,1383451269130,4)
(1383451269020,1383451269120,6)
(1383451269010,1383451269110,6)
(1383451269000,1383451269100,10)
(1383451268990,1383451269090,10)
(1383451268980,1383451269080,10)
(1383451268970,1383451269070,10)
(1383451268960,1383451269060,10)
(1383451268950,1383451269050,10)
(1383451269040,1383451269140,2)
(1383451269030,1383451269130,6)
(1383451269020,1383451269120,8)
(1383451269010,1383451269110,8)
(1383451269000,1383451269100,12)
(1383451268990,1383451269090,12)
(1383451268980,1383451269080,12)
(1383451268970,1383451269070,12)
(1383451268960,1383451269060,12)
(1383451269050,1383451269150,2)
(1383451269040,1383451269140,4)
(1383451269030,1383451269130,8)
(1383451269020,1383451269120,10)
(1383451269010,1383451269110,10)
(1383451269000,1383451269100,14)
(1383451268990,1383451269090,14)
(1383451268980,1383451269080,14)
(1383451268970,1383451269070,14)
(1383451268960,1383451269060,14)
(1383451269050,1383451269150,4)
(1383451269040,1383451269140,6)
(1383451269030,1383451269130,10)
(1383451269020,1383451269120,12)
(1383451269010,1383451269110,12)
(1383451269070,1383451269170,2)
(1383451269060,1383451269160,2)
(1383451269000,1383451269100,16)
(1383451268990,1383451269090,16)
(1383451268980,1383451269080,16)
(1383451269050,1383451269150,6)
(1383451269040,1383451269140,8)
(1383451269030,1383451269130,12)
(1383451269020,1383451269120,14)
(1383451269010,1383451269110,14)
(1383451269080,1383451269180,2)
(1383451269070,1383451269170,4)
(1383451269060,1383451269160,4)
(1383451269000,1383451269100,18)
(1383451268990,1383451269090,18)
(1383451269050,1383451269150,8)
(1383451269040,1383451269140,10)
(1383451269030,1383451269130,14)
(1383451269020,1383451269120,16)
(1383451269010,1383451269110,16)
(1383451269080,1383451269180,4)
(1383451269070,1383451269170,6)
(1383451269060,1383451269160,6)
(1383451269000,1383451269100,20)
(1383451268990,1383451269090,20)
(1383451269050,1383451269150,10)
(1383451269040,1383451269140,12)
(1383451269030,1383451269130,16)
(1383451269020,1383451269120,18)
(1383451269010,1383451269110,18)
(1383451269090,1383451269190,2)
(1383451269080,1383451269180,6)
(1383451269070,1383451269170,8)
(1383451269060,1383451269160,8)
(1383451269000,1383451269100,22)
(1383451269050,1383451269150,12)
(1383451269040,1383451269140,14)
(1383451269030,1383451269130,18)
(1383451269020,1383451269120,20)
(1383451269010,1383451269110,20)
(1383451269100,1383451269200,2)
(1383451269090,1383451269190,4)
(1383451269080,1383451269180,8)
(1383451269070,1383451269170,10)
(1383451269060,1383451269160,10)
(1383451269050,1383451269150,14)
(1383451269040,1383451269140,16)
(1383451269030,1383451269130,20)
(1383451269020,1383451269120,22)
(1383451269010,1383451269110,22)
(1383451269100,1383451269200,4)
(1383451269090,1383451269190,6)
(1383451269080,1383451269180,10)
