(1383451269810,1383451269910,D,1)
(1383451269820,1383451269920,D,1)
(1383451269830,1383451269930,D,3)
(1383451269840,1383451269940,D,7)
(1383451269850,1383451269950,D,9)
(1383451269860,1383451269960,D,10)
(1383451269870,1383451269970,D,10)
(1383451269880,1383451269980,D,10)
(1383451269890,1383451269990,D,10)
(1383451269900,1383451270000,D,10)
(1383451269910,1383451270010,D,9)
(1383451269920,1383451270020,D,9)
(1383451269930,1383451270030,D,7)
(1383451269940,1383451270040,D,3)
(1383451269950,1383451270050,D,1)
(1383451270140,1383451270240,G,1)
(1383451270150,1383451270250,G,3)
(1383451270160,1383451270260,G,6)
(1383451270170,1383451270270,G,6)
(1383451270180,1383451270280,G,8)
(1383451270190,1383451270290,G,12)
(1383451270200,1383451270300,G,14)
(1383451270210,1383451270310,G,17)
(1383451270220,1383451270320,G,17)
(1383451270230,1383451270330,G,19)
(1383451270240,1383451270340,G,22)
(1383451270250,1383451270350,G,22)
(1383451270260,1383451270360,G,22)
(1383451270270,1383451270370,G,22)
(1383451270280,1383451270380,G,22)
(1383451270290,1383451270390,G,22)
(1383451270300,1383451270400,G,22)
(1383451270310,1383451270410,G,22)
(1383451270320,1383451270420,G,22)
(1383451270330,1383451270430,G,22)
(1383451270340,1383451270440,G,22)
(1383451270350,1383451270450,G,22)
(1383451270360,1383451270460,G,22)
(1383451270370,1383451270470,G,22)
(1383451270380,1383451270480,G,22)
(1383451270390,1383451270490,G,22)
(1383451270400,1383451270500,G,22)
(1383451270410,1383451270510,G,22)
(1383451270420,1383451270520,G,22)
(1383451270430,1383451270530,G,22)
(1383451270440,1383451270540,G,22)
(1383451270450,1383451270550,G,22)
(1383451270460,1383451270560,G,22)
(1383451270470,1383451270570,G,22)
(1383451270480,1383451270580,G,22)
(1383451270490,1383451270590,G,22)
(1383451270500,1383451270600,G,20)
(1383451270510,1383451270610,G,17)
(1383451270520,1383451270620,G,17)
(1383451270530,1383451270630,G,15)
(1383451270540,1383451270640,G,11)
(1383451270550,1383451270650,G,9)
(1383451270560,1383451270660,G,6)
(1383451270570,1383451270670,G,6)
(1383451270580,1383451270680,G,4)
(1383451272090,1383451272190,M,3)
(1383451272100,1383451272200,M,5)
(1383451272110,1383451272210,M,8)
(1383451272120,1383451272220,M,8)
(1383451272130,1383451272230,M,10)
(1383451272140,1383451272240,M,14)
(1383451272150,1383451272250,M,16)
(1383451272160,1383451272260,M,19)
(1383451272170,1383451272270,M,19)
(1383451272180,1383451272280,M,21)
(1383451272190,1383451272290,M,22)
(1383451272200,1383451272300,M,22)
(1383451272210,1383451272310,M,22)
(1383451272220,1383451272320,M,22)
(1383451272230,1383451272330,M,22)
(1383451272240,1383451272340,M,22)
(1383451272250,1383451272350,M,22)
(1383451272260,1383451272360,M,22)
(1383451272270,1383451272370,M,22)
(1383451272280,1383451272380,M,22)
(1383451272290,1383451272390,M,22)
(1383451272300,1383451272400,M,22)
(1383451272310,1383451272410,M,22)
(1383451272320,1383451272420,M,22)
(1383451272330,1383451272430,M,22)
(1383451272340,1383451272440,M,22)
(1383451272350,1383451272450,M,22)
(1383451272360,1383451272460,M,22)
(1383451272370,1383451272470,M,22)
(1383451272380,1383451272480,M,22)
(1383451272390,1383451272490,M,22)
(1383451272400,1383451272500,M,22)
(1383451272410,1383451272510,M,22)
(1383451272420,1383451272520,M,22)
(1383451272430,1383451272530,M,22)
(1383451272440,1383451272540,M,22)
(1383451272450,1383451272550,M,22)
(1383451272460,1383451272560,M,22)
(1383451272470,1383451272570,M,22)
(1383451272480,1383451272580,M,22)
(1383451272490,1383451272590,M,22)
(1383451272500,1383451272600,M,22)
(1383451272510,1383451272610,M,22)
(1383451272520,1383451272620,M,22)
(1383451272530,1383451272630,M,22)
(1383451272540,1383451272640,M,21)
(1383451272550,1383451272650,M,19)
(1383451272560,1383451272660,M,16)
(1383451272570,1383451272670,M,16)
(1383451272580,1383451272680,M,14)
(1383451272590,1383451272690,M,10)
(1383451272600,1383451272700,M,8)
(1383451272610,1383451272710,M,5)
(1383451272620,1383451272720,M,5)
(1383451272630,1383451272730,M,3)
(1383451272540,1383451272640,N,1)
(1383451272550,1383451272650,N,3)
(1383451272560,1383451272660,N,6)
(1383451272570,1383451272670,N,6)
(1383451272580,1383451272680,N,8)
(1383451272590,1383451272690,N,12)
(1383451272600,1383451272700,N,14)
(1383451272610,1383451272710,N,17)
(1383451272620,1383451272720,N,17)
(1383451272630,1383451272730,N,19)
(1383451272640,1383451272740,N,22)
(1383451272650,1383451272750,N,22)
(1383451272660,1383451272760,N,22)
(1383451272670,1383451272770,N,22)
(1383451272680,1383451272780,N,22)
(1383451272690,1383451272790,N,22)
(1383451272700,1383451272800,N,22)
(1383451272710,1383451272810,N,22)
(1383451272720,1383451272820,N,22)
(1383451272730,1383451272830,N,22)
(1383451272740,1383451272840,N,22)
